source_uid,premise,hypothesis,label
11709,"Jim Wilson là Thượng nghị sĩ Oklahoma từ Quận 3, bao gồm các quận Adair Cherokee và Sequoyah từ năm 2004 đến năm 2012. Trước đó, ông là thành viên của Hạ viện Oklahoma từ năm 2000 đến năm 2004. Ông đã tranh cử không thành công trước Hạ nghị sĩ đương nhiệm của Đảng Dân chủ Hoa Kỳ Dan Boren tại Quận 2 của Quốc hội Oklahoma trong cuộc bầu cử sơ bộ của Đảng Dân chủ ngày 27 tháng 7.","Nói cách khác, jim Wilson gần như giành chiến thắng trong cuộc bầu cử sơ bộ của đảng Dân chủ ngày 27 tháng 7.",1
11710,"Wings Greatest là một album tổng hợp của Wings và là album thứ tám của họ cũng như album thứ 10 của Paul McCartney kể từ khi rời Beatles. Nó đáng chú ý là bản phát hành hồi tưởng chính thức đầu tiên trong sự nghiệp hậu Beatles của McCartney. Ngoại trừ sự quan tâm đến bản phối vinyl LP, bộ sưu tập này đã được thay thế bằng các bản phát hành ""All the Best! và"" Pure McCartney "".","Pure McCartney"" chính là bản phát hành hồi tưởng gần đây nhất của bất kỳ thành viên Beatles nào.",1
11711,"The Road to Stardom With Missy Elliott là một chương trình truyền hình thực tế mang tính cạnh tranh được phát sóng trên UPN Network vào năm 2005. Giám khảo và người dẫn chương trình chính là nghệ sĩ hip-hop Missy Elliott. Các giám khảo khác là ca sĩ kiêm nhà sản xuất Teena Marie, nhà sản xuất Dallas Austin và quản lý Mona Scott.",Teena Marie chính là giám khảo chính và người dẫn chương trình The Road to Stardom.,2
11712,"Brobdingnagian Fairy Tales là tuyển tập các bài hát trong quán rượu Ireland, nhiều bài hát và bản nhại lấy cảm hứng từ văn hóa đại chúng cũng như phiên bản trực tiếp của các bài hát trong album trước của Bards. Một bài hát dân gian lãng mạn của Ý Santa Lucia cũng được đưa vào. Bài hát ""Happily Ever After"" được lấy cảm hứng từ cuốn sách thiếu nhi The Paper Bag Princess và ""Buttercup's Lament"" được lấy cảm hứng từ The Princess Bride.","Buttercup's Lament"" chính là bài hát dài nhất trong album.",1
11713,"Donald ""The Great Santini"" Conroy (4 tháng 4 năm 1921 - 9 tháng 5 năm 1998) là một đại tá Thủy quân lục chiến Hoa Kỳ và là thành viên của Phi đội Cừu Đen nổi tiếng trong Chiến tranh Triều Tiên. Ông cũng là cựu chiến binh trong Thế chiến thứ hai và từng có hai chuyến công tác tại Việt Nam. Anh ấy được biết đến nhiều nhất vì là nguồn cảm hứng cho nhân vật LtCol. ""Bull"" Meecham trong ""The Great Santini"" được viết bởi con trai ông là Pat Conroy.","Nói cách khác, donald Conroy qua đời vì biến chứng của bệnh tiểu đường.",1
11714,"Donald ""The Great Santini"" Conroy (4 tháng 4 năm 1921 - 9 tháng 5 năm 1998) là một đại tá Thủy quân lục chiến Hoa Kỳ và là thành viên của Phi đội Cừu Đen nổi tiếng trong Chiến tranh Triều Tiên. Ông cũng là cựu chiến binh trong Thế chiến thứ hai và từng có hai chuyến công tác tại Việt Nam. Anh ấy được biết đến nhiều nhất vì là nguồn cảm hứng cho nhân vật LtCol. ""Bull"" Meecham trong ""The Great Santini"" được viết bởi con trai ông là Pat Conroy.","Nói cách khác, donald Conroy chết vì suy tim.",1
11715,"Vào ngày 20 tháng 10 năm 1977, một chiếc Convair CV-240 do ban nhạc rock Lynyrd Skynyrd thuê từ L&J Company của Addison Texas hết nhiên liệu và bị rơi ở Gillsburg Mississippi khi gần kết thúc chuyến bay từ Greenville South Carolina đến Baton Rouge Louisiana.",Convair CV-240 của Lynyrd Skynyrd từng được trục vớt ngay sau vụ tai nạn.,1
11716,Bộ vi xử lý AMD K5 là CPU 32-bit loại Pentium do công ty Advanced Micro Devices (AMD) của Mỹ sản xuất và nhắm vào thị trường tiêu dùng. Đây là bộ xử lý x86 đầu tiên được AMD thiết kế từ đầu và không được cấp phép hoặc thiết kế ngược như các thế hệ bộ xử lý x86 trước đây do AMD sản xuất.,"Nói cách khác, bộ xử lý CPU x86 32-bit được thiết kế như bộ xử lý AMD tốt nhất thế hệ này.",1
11717,"Nandan Mehta (26 tháng 2 năm 1942 - 26 tháng 3 năm 2010) là một người chơi tabla người Ấn Độ và giáo viên âm nhạc đến từ Ahmedabad, người thuộc Benaras Gharana của âm nhạc cổ điển Hindustani. Ông thành lập Trường Âm nhạc Saptak và bắt đầu Lễ hội Âm nhạc thường niên Saptak vào năm 1980.","Nói cách khác, nandan Mehta nói thông thạo tiếng Hindi.",1
11718,"Donald ""The Great Santini"" Conroy (4 tháng 4 năm 1921 - 9 tháng 5 năm 1998) là một đại tá Thủy quân lục chiến Hoa Kỳ và là thành viên của Phi đội Cừu Đen nổi tiếng trong Chiến tranh Triều Tiên. Ông cũng là cựu chiến binh trong Thế chiến thứ hai và từng có hai chuyến công tác tại Việt Nam. Anh ấy được biết đến nhiều nhất vì là nguồn cảm hứng cho nhân vật LtCol. ""Bull"" Meecham trong ""The Great Santini"" được viết bởi con trai ông là Pat Conroy.",Donald Conroy chính là một cựu chiến binh có nhiều huân chương.,1
11719,"Vào ngày 20 tháng 10 năm 1977, một chiếc Convair CV-240 do ban nhạc rock Lynyrd Skynyrd thuê từ L&J Company của Addison Texas hết nhiên liệu và bị rơi ở Gillsburg Mississippi khi gần kết thúc chuyến bay từ Greenville South Carolina đến Baton Rouge Louisiana.","Nói cách khác, ban nhạc rock Lynyrd Skynyrd bị thương vong sau vụ tai nạn ở Gillsburg Mississippi.",1
11720,"The Road to Stardom With Missy Elliott là một chương trình truyền hình thực tế mang tính cạnh tranh được phát sóng trên UPN Network vào năm 2005. Giám khảo và người dẫn chương trình chính là nghệ sĩ hip-hop Missy Elliott. Các giám khảo khác là ca sĩ kiêm nhà sản xuất Teena Marie, nhà sản xuất Dallas Austin và quản lý Mona Scott.","Nói cách khác, con Đường Trở Thành Ngôi Sao được phát sóng vào năm 2001.",2
11721,"Nandan Mehta (26 tháng 2 năm 1942 - 26 tháng 3 năm 2010) là một người chơi tabla người Ấn Độ và giáo viên âm nhạc đến từ Ahmedabad, người thuộc Benaras Gharana của âm nhạc cổ điển Hindustani. Ông thành lập Trường Âm nhạc Saptak và bắt đầu Lễ hội Âm nhạc thường niên Saptak vào năm 1980. Năm 1980","Nói cách khác, nandan Mehta đóng vai chính tại Lễ hội âm nhạc thường niên Saptak.",1
11722,Bộ vi xử lý AMD K5 là CPU 32-bit loại Pentium do công ty Advanced Micro Devices (AMD) của Mỹ sản xuất và nhắm vào thị trường tiêu dùng. Đây là bộ xử lý x86 đầu tiên được AMD thiết kế từ đầu và không được cấp phép hoặc thiết kế ngược như các thế hệ bộ xử lý x86 trước đây do AMD sản xuất.,Thị trường tiêu dùng đã liệt kê bộ vi xử lý tốt nhất của thế hệ này chính là bộ vi xử lý AMD K5.,1
11723,"The Road to Stardom With Missy Elliott là một chương trình truyền hình thực tế mang tính cạnh tranh được phát sóng trên UPN Network vào năm 2005. Giám khảo và người dẫn chương trình chính là nghệ sĩ hip-hop Missy Elliott. Các giám khảo khác là ca sĩ kiêm nhà sản xuất Teena Marie, nhà sản xuất Dallas Austin và quản lý Mona Scott.",Con đường trở thành ngôi sao có được thể được xem trên kênh Hoa Kỳ.,2
11724,"Vào ngày 20 tháng 10 năm 1977, một chiếc Convair CV-240 do ban nhạc rock Lynyrd Skynyrd thuê từ L&J Company của Addison Texas hết nhiên liệu và bị rơi ở Gillsburg Mississippi khi gần kết thúc chuyến bay từ Greenville South Carolina đến Baton Rouge Louisiana.","Nói cách khác, chiếc Convair CV-240 bị rò rỉ nhiên liệu do trục trặc.",1
11725,"Trận bão tuyết tháng 1 năm 2014 tại Hoa Kỳ là một trận bão tuyết di chuyển nhanh nhưng gây gián đoạn, di chuyển qua vùng Đông Bắc, chủ yếu là các bang Trung Đại Tây Dương với độ cao lên tới 1 ft ở các khu vực xung quanh khu vực Thành phố New York. Cơn bão cũng mang theo nhiệt độ lạnh tương tự như cơn bão tuyết hồi đầu tháng.","Nói cách khác, các bang phía đông bắc lạnh hơn bình thường vào tháng 1 năm 2014.",1
11726,"Haplocyonoides là một chi động vật ăn thịt trên cạn đã tuyệt chủng thuộc phân bộ Caniformia họ Amphicyonidae (""gấu chó"") và sinh sống ở châu Âu từ tiểu kỷ Miocen sớm (20 Mya)—(16,9 Mya). ""Haplocyonoides"" tồn tại trong khoảng.",Haplocyonoides có được từ thời kỳ Pliocene.,2
11727,Bộ vi xử lý AMD K5 là CPU 32-bit loại Pentium do công ty Advanced Micro Devices (AMD) của Mỹ sản xuất và nhắm vào thị trường tiêu dùng. Đây là bộ xử lý x86 đầu tiên được AMD thiết kế từ đầu và không được cấp phép hoặc thiết kế ngược như các thế hệ bộ xử lý x86 trước đây do AMD sản xuất.,AMD chính là đơn vị hàng đầu trong việc phát triển bộ vi xử lý.,1
11728,"Stephen Thomas Ward (19 tháng 10 năm 1912 – 3 tháng 8 năm 1963) là một bác sĩ nắn xương và nghệ sĩ người Anh, một trong những nhân vật trung tâm trong vụ Profumo năm 1963, một vụ bê bối chính trị ở Anh dẫn đến việc Bộ trưởng Bộ Chiến tranh John Profumo từ chức và góp phần vào sự thất bại của chính phủ Bảo thủ một năm sau đó.",Stephen Thomas Ward chính là một nghệ sĩ vướng vào vụ bê bối chính trị ở Ý.,2
11729,"Vào ngày 20 tháng 10 năm 1977, một chiếc Convair CV-240 do ban nhạc rock Lynyrd Skynyrd thuê từ L&J Company của Addison Texas hết nhiên liệu và bị rơi ở Gillsburg Mississippi khi gần kết thúc chuyến bay từ Greenville South Carolina đến Baton Rouge Louisiana.",Lynyrd Skynyrd tiếp tục biểu diễn buổi hòa nhạc đầu tiên của họ sau sự cố duy nhất một tháng sau đó.,1
11730,"The Foul King () là một bộ phim hài kịch Hàn Quốc năm 2000 do Kim Jee-woon viết kịch bản và đạo diễn. Đây là bộ phim dài thứ hai của Kim sau Gia Đình Yên Lặng. Giống như bộ phim đầu tay của đạo diễn The Foul King"" lần này cũng có sự tham gia của Song Kang-ho trong vai một nhân viên ngân hàng bất tài, người theo đuổi sự nghiệp đấu vật chuyên nghiệp với biệt danh ""The Foul King"" trên võ đài.","Nói cách khác, gia Đình Yên Lặng được giới phê bình đón nhận tốt hơn The Foul King.",1
11731,"Vào ngày 20 tháng 10 năm 1977, một chiếc Convair CV-240 do ban nhạc rock Lynyrd Skynyrd thuê từ L&J Company của Addison Texas hết nhiên liệu và bị rơi ở Gillsburg Mississippi khi gần kết thúc chuyến bay từ Greenville South Carolina đến Baton Rouge Louisiana.",Chuyến bay đến Baton Rouge chính là để Lynyrd Skynyrd biểu diễn buổi hòa nhạc tối hôm đó.,1
11732,"The Foul King () là một bộ phim hài kịch Hàn Quốc năm 2000 do Kim Jee-woon viết kịch bản và đạo diễn. Đây là bộ phim dài thứ hai của Kim sau Gia Đình Yên Lặng. Giống như bộ phim đầu tay của đạo diễn The Foul King"" lần này cũng có sự tham gia của Song Kang-ho trong vai một nhân viên ngân hàng bất tài, người theo đuổi sự nghiệp đấu vật chuyên nghiệp với biệt danh ""The Foul King"" trên võ đài.","The Foul King"" chính là một trong những bộ phim gây tranh cãi nhất năm 2000.",1
11733,"Véronique Vendell (sinh Véronique Duraffourd ngày 21 tháng 7 năm 1942) là một nữ diễn viên người Pháp. Cô xuất hiện chủ yếu trong các tác phẩm của Pháp và Đức nhưng có vai diễn trong cả ""Becket"" của Peter Glenville và ""Cross of Iron"" của Sam Peckinpah và phần tiếp theo ""Breakthrough"".",Véronique Vendell có được mái tóc nâu.,1
11734,"Colsterworth là một ngôi làng và giáo xứ dân sự ở quận Nam Kesteven của Lincolnshire nước Anh. Nó nằm cách xa lộ A1 chưa đầy nửa dặm (0,8 km) về phía tây, cách Grantham khoảng 7 dặm về phía nam và 12 dặm về phía tây bắc của Stamford. Ngôi làng có thôn Woolsthorpe-by-Colsterworth có dân số 1.713 người vào thời điểm Điều tra dân số năm 2011 trên diện tích 1465 ha.",Làng Colsterworth có được sự gia tăng dân số kể từ cuộc Điều tra dân số năm 2011.,1
11735,"Stephen Thomas Ward (19 tháng 10 năm 1912 – 3 tháng 8 năm 1963) là một bác sĩ nắn xương và nghệ sĩ người Anh, một trong những nhân vật trung tâm trong vụ Profumo năm 1963, một vụ bê bối chính trị ở Anh dẫn đến việc Bộ trưởng Bộ Chiến tranh John Profumo từ chức và góp phần vào sự thất bại của chính phủ Bảo thủ một năm sau đó.",Stephen Thomas Ward chính là một bác sĩ nắn xương không quan tâm đến chính trị.,2
11736,"Colsterworth là một ngôi làng và giáo xứ dân sự ở quận Nam Kesteven của Lincolnshire nước Anh. Nó nằm cách xa lộ A1 chưa đầy nửa dặm (0,8 km) về phía tây, cách Grantham khoảng 7 dặm về phía nam và 12 dặm về phía tây bắc của Stamford. Ngôi làng có thôn Woolsthorpe-by-Colsterworth có dân số 1.713 người vào thời điểm Điều tra dân số năm 2011 trên diện tích 1465 ha.",Colsterworth có được dân số cao nhất từ ​​trước đến nay tại Cuộc điều tra dân số năm 2011.,1
11737,"Trận bão tuyết tháng 1 năm 2014 tại Hoa Kỳ là một trận bão tuyết di chuyển nhanh nhưng gây gián đoạn, di chuyển qua vùng Đông Bắc, chủ yếu là các bang Trung Đại Tây Dương với độ cao lên tới 1 ft ở các khu vực xung quanh khu vực Thành phố New York. Cơn bão cũng mang theo nhiệt độ lạnh tương tự như cơn bão tuyết hồi đầu tháng.",từng có hơn hai trận bão tuyết ở các bang phía đông bắc vào tháng 1 năm 2014.,1
11738,"Véronique Vendell (sinh Véronique Duraffourd ngày 21 tháng 7 năm 1942) là một nữ diễn viên người Pháp. Cô xuất hiện chủ yếu trong các tác phẩm của Pháp và Đức nhưng có vai diễn trong cả ""Becket"" của Peter Glenville và ""Cross of Iron"" của Sam Peckinpah và phần tiếp theo ""Breakthrough"".",Véronique Vendell có được thể nói được nhiều thứ tiếng.,1
11739,"Chorão còn được gọi là Choddnnem hoặc Chodna là một hòn đảo dọc sông Mandovi gần Ilhas Goa Ấn Độ. Đây là hòn đảo lớn nhất trong số 17 hòn đảo khác của Goa. Nó nằm cách thủ phủ bang Panaji 5 km và cách thành phố Mapusa 10 km. Thậm chí ngày nay người ta có thể ghé thăm khu vực này và ngắm nhìn các nghĩa địa và tòa nhà khác biệt của nhà thờ, tất cả đều mang đậm không khí Bồ Đào Nha.",Choddnnem chính là một trong những tên được đặt cho hòn đảo lớn thứ hai của GOa.,2
11740,Trang này là danh sách các cây cầu ngày nay bắc qua sông Seine và các kênh của nó được sắp xếp theo khu vực và sau đó được sắp xếp từ hạ lưu lên thượng nguồn. Sau mỗi cây cầu được liệt kê tên các xã mà nó nối liền với xã bên hữu ngạn sông được ghi đầu tiên. Danh sách này không bao gồm các cây cầu bắc qua các nhánh của nó. Trang liệt kê quá khứ hiện tại,"Nói cách khác, và những cây cầu tương lai.",1
11741,"Véronique Vendell (sinh Véronique Duraffourd ngày 21 tháng 7 năm 1942) là một nữ diễn viên người Pháp. Cô xuất hiện chủ yếu trong các tác phẩm của Pháp và Đức nhưng có vai diễn trong cả ""Becket"" của Peter Glenville và ""Cross of Iron"" của Sam Peckinpah và phần tiếp theo ""Breakthrough"".",Véronique Vendell có được mái tóc vàng.,1
11742,"The Foul King () là một bộ phim hài kịch Hàn Quốc năm 2000 do Kim Jee-woon viết kịch bản và đạo diễn. Đây là bộ phim dài thứ hai của Kim sau Gia Đình Yên Lặng. Giống như bộ phim đầu tay của đạo diễn The Foul King"" lần này cũng có sự tham gia của Song Kang-ho trong vai một nhân viên ngân hàng bất tài, người theo đuổi sự nghiệp đấu vật chuyên nghiệp với biệt danh ""The Foul King"" trên võ đài.",Song Kang-ho từng giành được giải thưởng cho vai diễn nhân viên ngân hàng trong bộ phim này.,1
11743,Gawsworth là một giáo xứ và làng dân sự thuộc cơ quan thống nhất của Cheshire East và quận nghi lễ của Cheshire Anh. Dân số của giáo xứ dân sự theo điều tra dân số năm 2011 là 1.705. Đây là một trong tám giáo xứ cổ kính của Macclesfield Hundred. Hai mươi mẫu đất của giáo xứ dân sự được chuyển giao cho giáo xứ dân sự Macclesfield vào năm 1936 Năm 1936,"Nói cách khác, giáo xứ dân sự Gawsworth giảm quy mô.",0
11744,"Trận bão tuyết tháng 1 năm 2014 tại Hoa Kỳ là một trận bão tuyết di chuyển nhanh nhưng gây gián đoạn, di chuyển qua vùng Đông Bắc, chủ yếu là các bang Trung Đại Tây Dương với độ cao lên tới 1 ft ở các khu vực xung quanh khu vực Thành phố New York. Cơn bão cũng mang theo nhiệt độ lạnh tương tự như cơn bão tuyết hồi đầu tháng.",Chỉ có được hai trận bão tuyết ở vùng Đông Bắc vào tháng 1 năm 2014.,1
11745,"The Foul King () là một bộ phim hài kịch Hàn Quốc năm 2000 do Kim Jee-woon viết kịch bản và đạo diễn. Đây là bộ phim dài thứ hai của Kim sau Gia Đình Yên Lặng. Giống như bộ phim đầu tay của đạo diễn The Foul King"" lần này cũng có sự tham gia của Song Kang-ho trong vai một nhân viên ngân hàng bất tài, người theo đuổi sự nghiệp đấu vật chuyên nghiệp với biệt danh ""The Foul King"" trên võ đài.","The Foul King"" dựa trên một câu chuyện có được thật.",1
11746,James Michael Smith (sinh ngày 26 tháng 7 năm 1988) là một cầu thủ bóng đá người Mỹ hậu vệ cánh cho đội Baltimore Ravens của National Football League (NFL). Anh ấy được Ravens phác thảo với lượt chọn thứ 27 trong NFL Draft 2011. Ông chơi bóng đá đại học tại Đại học Colorado.,"Nói cách khác, james Michael Smith chơi hậu vệ cánh tại Đại học Colorado.",1
11747,"Véronique Vendell (sinh Véronique Duraffourd ngày 21 tháng 7 năm 1942) là một nữ diễn viên người Pháp. Cô xuất hiện chủ yếu trong các tác phẩm của Pháp và Đức nhưng có vai diễn trong cả ""Becket"" của Peter Glenville và ""Cross of Iron"" của Sam Peckinpah và phần tiếp theo ""Breakthrough"".","Nói cách khác, véronique Vendell thông thạo tiếng Đức.",1
11748,"Véronique Vendell (sinh Véronique Duraffourd ngày 21 tháng 7 năm 1942) là một nữ diễn viên người Pháp. Cô xuất hiện chủ yếu trong các tác phẩm của Pháp và Đức nhưng có vai diễn trong cả ""Becket"" của Peter Glenville và ""Cross of Iron"" của Sam Peckinpah và phần tiếp theo ""Breakthrough"".","Nói cách khác, véronique Vendell thông thạo nhiều thứ tiếng.",1
11749,"Colsterworth là một ngôi làng và giáo xứ dân sự ở quận Nam Kesteven của Lincolnshire nước Anh. Nó nằm cách xa lộ A1 chưa đầy nửa dặm (0,8 km) về phía tây, cách Grantham khoảng 7 dặm về phía nam và 12 dặm về phía tây bắc của Stamford. Ngôi làng có thôn Woolsthorpe-by-Colsterworth có dân số 1.713 người vào thời điểm Điều tra dân số năm 2011 trên diện tích 1465 ha.",Colsterworth không có được ngôi làng nào gần nó hơn Grantham.,1
11750,"Working For A Nuclear Free City là album đầu tay của ban nhạc indie Working for a Nuclear Free City ở Manchester (Vương quốc Anh). Album không được phát hành tại Hoa Kỳ nhưng tất cả các bài hát của nó đều được đưa vào album đôi ""Businessmen & Ghosts"" phát hành tiếp theo của họ. Bài hát ""Dead Fingers Talking"" của họ đã được sử dụng trong tập đầu tiên của chương trình Breaking Bad",Làm việc cho Thành phố không có hạt nhân không phải chính là tên của album.,2
11751,"Trận bão tuyết tháng 1 năm 2014 tại Hoa Kỳ là một trận bão tuyết di chuyển nhanh nhưng gây gián đoạn, di chuyển qua vùng Đông Bắc, chủ yếu là các bang Trung Đại Tây Dương với độ cao lên tới 1 ft ở các khu vực xung quanh khu vực Thành phố New York. Cơn bão cũng mang theo nhiệt độ lạnh tương tự như cơn bão tuyết hồi đầu tháng.","Nói cách khác, tuyết ở thành phố New York nghiêm trọng hơn ở New Jersey.",1
11752,"Stephen Thomas Ward (19 tháng 10 năm 1912 – 3 tháng 8 năm 1963) là một bác sĩ nắn xương và nghệ sĩ người Anh, một trong những nhân vật trung tâm trong vụ Profumo năm 1963, một vụ bê bối chính trị ở Anh dẫn đến việc Bộ trưởng Bộ Chiến tranh John Profumo từ chức và góp phần vào sự thất bại của chính phủ Bảo thủ một năm sau đó.",Stephern Thomas Ward chính là nhân vật chính trong vụ Profumo năm 1963 ngăn cản việc Bộ trưởng Bộ Chiến tranh từ chức.,2
11753,"Lloyd Webber Plays Lloyd Webber là một album năm 2001 của nghệ sĩ cello người Anh Julian Lloyd Webber. Đối với album, nhạc sĩ đã chọn diễn giải các bài hát được viết bởi anh trai mình, nhà soạn nhạc sân khấu nhạc kịch nổi tiếng Andrew Lloyd Webber. Album được thu âm với Dàn nhạc Giao hưởng Hoàng gia. Album chủ yếu có sự góp mặt của các nhạc sĩ cổ điển, ngoại trừ Rod Argent của The Zombies.",Julian Lloyd Webber có được quan hệ họ hàng với Andrew Lloyd Webber.,0
11754,Tall Timber Short Lines là một tạp chí chuyên khai thác đường sắt và đường sắt tuyến ngắn và được xuất bản bởi Oso Publications. Tạp chí được cả những người làm nghề đường sắt kiểu mẫu và những người quan tâm đến lịch sử khai thác gỗ và người mẫu đọc. Tạp chí kết thúc xuất bản vào tháng 8 năm 2008.,Tạp chí từng ngừng xuất bản trong thời kỳ tài chính khó khăn của ngành đường sắt.,1
11755,Simonstone là một ngôi làng nhỏ và giáo xứ dân sự ở quận Ribble Valley của Lancashire nước Anh. Dân số của giáo xứ dân sự được lấy trong cuộc điều tra dân số năm 2011 là 1.154. Nó cách Burnley khoảng 4 dặm về phía tây và phía nam Pendle Hill và Clitheroe dọc theo đường A671. Ngôi làng tiếp giáp với làng Read Lancashire và hàng xóm Padiham.,Simonstone chính là một ngôi làng ở Anh.,0
11756,Trang này là danh sách các cây cầu ngày nay bắc qua sông Seine và các kênh của nó được sắp xếp theo khu vực và sau đó được sắp xếp từ hạ lưu lên thượng nguồn. Sau mỗi cây cầu được liệt kê tên các xã mà nó nối liền với xã bên hữu ngạn sông được ghi đầu tiên. Danh sách này không bao gồm các cây cầu bắc qua các nhánh của nó.,Trang liệt kê các cây cầu duy nhất ở các nước phương Tây.,1
11757,Pawn Stars UK là một bộ phim truyền hình thực tế của Anh ra mắt vào ngày 26 tháng 8 năm 2013 trên kênh History phiên bản Anh. Loạt phim được quay ở Sealand Flintshire ở Wales và ghi lại các hoạt động hàng ngày của tiệm cầm đồ Regal Pawn do Mark Andrew Manning hợp tác điều hành Mark Lever Holland Marco Peter Holland Simon Penworth và Vicki Manning.,Pawn Stars UK chính là chương trình được xem nhiều nhất ở Anh.,1
11758,"Colsterworth là một ngôi làng và giáo xứ dân sự ở quận Nam Kesteven của Lincolnshire nước Anh. Nó nằm cách xa lộ A1 chưa đầy nửa dặm (0,8 km) về phía tây, cách Grantham khoảng 7 dặm về phía nam và 12 dặm về phía tây bắc của Stamford. Ngôi làng có thôn Woolsthorpe-by-Colsterworth có dân số 1.713 người vào thời điểm Điều tra dân số năm 2011 trên diện tích 1465 ha.",Woolsthorpe-by-Colsterworth chính là ngôi làng lớn nhất ở Colsterworth.,1
11759,"Tuần lộc mũi đỏ Rudolph là một chú tuần lộc huyền thoại do Robert Lewis May tạo ra, thường được miêu tả là một chú tuần lộc non, hầu như không có gạc với chiếc mũi đỏ rực, thường được gọi là ""Tuần lộc thứ chín của ông già Noel"". Khi được miêu tả, anh ấy là con tuần lộc dẫn đầu kéo xe trượt tuyết của ông già Noel vào đêm Giáng sinh. Độ sáng của mũi anh ấy lớn đến mức nó soi đường cho đội vượt qua thời tiết mùa đông khắc nghiệt.",Robert Lewis May từng tạo ra một câu chuyện kể về một chú nai con hướng dẫn chiếc xe trượt tuyết của ông già Noel đi qua chiếc mũi đỏ rực của ông.,0
11760,"Stephen Thomas Ward (19 tháng 10 năm 1912 – 3 tháng 8 năm 1963) là một bác sĩ nắn xương và nghệ sĩ người Anh, một trong những nhân vật trung tâm trong vụ Profumo năm 1963, một vụ bê bối chính trị ở Anh dẫn đến việc Bộ trưởng Bộ Chiến tranh John Profumo từ chức và góp phần vào sự thất bại của chính phủ Bảo thủ một năm sau đó.",Stephen Thomas Ward không hề dính vào bất kỳ vụ bê bối nào.,2
11761,Tall Timber Short Lines là một tạp chí chuyên khai thác đường sắt và đường sắt tuyến ngắn và được xuất bản bởi Oso Publications. Tạp chí được cả những người làm nghề đường sắt kiểu mẫu và những người quan tâm đến lịch sử khai thác gỗ và người mẫu đọc. Tạp chí ngừng xuất bản vào tháng 8 năm 2008. Những dòng ngắn về gỗ cao được xuất bản bởi Oso's,người có được nguồn cảm hứng từ tạp chí đến từ niềm vui thời thơ ấu với những chiếc xe lửa đồ chơi.,1
11762,"Colsterworth là một ngôi làng và giáo xứ dân sự ở quận Nam Kesteven của Lincolnshire nước Anh. Nó nằm cách xa lộ A1 chưa đầy nửa dặm (0,8 km) về phía tây, cách Grantham khoảng 7 dặm về phía nam và 12 dặm về phía tây bắc của Stamford. Ngôi làng có thôn Woolsthorpe-by-Colsterworth có dân số 1.713 người vào thời điểm Điều tra dân số năm 2011 trên diện tích 1465 ha.",Woolsthorpe-by-Colsterworth chính là ngôi làng duy nhất ở Colsterworth.,1
11763,Pawn Stars UK là một bộ phim truyền hình thực tế của Anh ra mắt vào ngày 26 tháng 8 năm 2013 trên kênh History phiên bản Anh. Loạt phim được quay ở Sealand Flintshire ở Wales và ghi lại các hoạt động hàng ngày của tiệm cầm đồ Regal Pawn do Mark Andrew Manning hợp tác điều hành Mark Lever Holland Marco Peter Holland Simon Penworth và Vicki Manning.,Pawn Stars UK chính là một trong những chương trình được xem nhiều nhất ở Anh.,1
11764,"Khu Thương mại Trung tâm Beverly bao gồm phần lớn trung tâm thương mại lịch sử thế kỷ 19 của Beverly Massachusetts. Tập trung vào các Phố Cabot và Church giữa Phố Trung tâm và Beverly Common, kiến ​​trúc của nó phản ánh sự phát triển của thành phố trong hơn 150 năm. Quận đã được thêm vào Sổ đăng ký Địa điểm Lịch sử Quốc gia vào năm 1984.",Khu thương mại Beverly Center duy nhất mới 15 tuổi.,2
11765,Storm Front là một cuốn tiểu thuyết năm 2000 của tác giả khoa học viễn tưởng và giả tưởng Jim Butcher. Đây là cuốn tiểu thuyết đầu tiên trong bộ truyện The Dresden Files được xuất bản đầu tiên của ông và nó kể về nhân vật phù thủy chuyên nghiệp Harry Dresden. Cuốn tiểu thuyết sau đó đã được chuyển thể thành tập thử nghiệm cho loạt phim truyền hình dài tập của kênh SyFy.,Storm Front chính là một bộ phim truyền hình SyFy thành công.,1
11766,Simonstone là một ngôi làng nhỏ và giáo xứ dân sự ở quận Ribble Valley của Lancashire nước Anh. Dân số của giáo xứ dân sự được lấy trong cuộc điều tra dân số năm 2011 là 1.154. Nó cách Burnley khoảng 4 dặm về phía tây và phía nam Pendle Hill và Clitheroe dọc theo đường A671. Ngôi làng tiếp giáp với làng Read Lancashire và hàng xóm Padiham.,Simonstone không phải chính là một ngôi làng lớn.,0
11767,Trang này là danh sách các cây cầu ngày nay bắc qua sông Seine và các kênh của nó được sắp xếp theo khu vực và sau đó được sắp xếp từ hạ lưu lên thượng nguồn. Sau mỗi cây cầu được liệt kê tên các xã mà nó nối liền với xã bên hữu ngạn sông được ghi đầu tiên. Danh sách này không bao gồm các cây cầu bắc qua các nhánh của nó.,Trang này liệt kê những cây cầu ngày nay chỉ có được ở các nước phương Tây.,1
11768,Tall Timber Short Lines là một tạp chí chuyên khai thác đường sắt và đường sắt tuyến ngắn và được xuất bản bởi Oso Publications. Tạp chí được cả những người làm nghề đường sắt kiểu mẫu và những người quan tâm đến lịch sử khai thác gỗ và người mẫu đọc. Tạp chí kết thúc xuất bản vào tháng 8 năm 2008.,Oso Publications từng thuê nhiều người khác nhau để viết và xuất bản cho tạp chí.,1
